participant_id,prolific_id,timestamp_iso,trial_index,block,trial_id,audio_file,audio_url,target_image,distractor_image,target_side,left_image,right_image,choice,choice_image,is_correct,reaction_time_ms,headphone_type,timestamp_iso.1,recognize,understand,meaning_match,msa_dialect,natural,dialect_best,dialect_second,understand_other,msa_instruction,msa_vowels,msa_reading,msa_listening,other_languages,percent_english,percent_arabic,percent_other,language_switching,family_preference,age,gender,country_of_residence,attention_audio,attention_response,attention_index,final_feedback,completion_code
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:35:12.755Z,,Survey,185.0,185_creaky.wav,,42.png,,,,,,,,,Oraimo free pods 3C,2026-01-28T07:35:12.755Z,7.0,7.0,7.0,dialect,7.0,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:35:11.851Z,,Survey,114.0,114_non-creaky.wav,,142.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:35:11.851Z,6.0,6.0,6.0,both,6.0,,,,,,,,,,,,,,,,,,,,,
65f04e28869d1e36bcfe9bc2,65f04e28869d1e36bcfe9bc2,2026-01-28T07:35:12.351Z,,Survey,210.0,210_creaky.wav,,73.png,,,,,,,,,razer kraken,2026-01-28T07:35:12.351Z,7.0,7.0,7.0,msa,7.0,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:35:21.050Z,,Survey,177.0,177_creaky.wav,,32.png,,,,,,,,,linsoul zero 2,2026-01-28T07:35:21.050Z,4.0,4.0,4.0,dialect,1.0,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:35:19.180Z,,Survey,148.0,148_creaky.wav,,4.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:35:19.180Z,6.0,6.0,6.0,both,5.0,,,,,,,,,,,,,,,,,,,,,
65f04e28869d1e36bcfe9bc2,65f04e28869d1e36bcfe9bc2,2026-01-28T07:35:20.385Z,,Survey,282.0,282_creaky.wav,,176.png,,,,,,,,,razer kraken,2026-01-28T07:35:20.385Z,7.0,7.0,7.0,both,7.0,,,,,,,,,,,,,,,,,,,,,
68d43a3c7fb9b4c1a9eee9af,68d43a3c7fb9b4c1a9eee9af,2026-01-28T07:35:23.142Z,,Survey,57.0,57_non-creaky.wav,,62.png,,,,,,,,,Oraimo earbuds,2026-01-28T07:35:23.142Z,7.0,7.0,7.0,msa,7.0,,,,,,,,,,,,,,,,,,,,,
68e3cfc22688ddaae48dc6c3,68e3cfc22688ddaae48dc6c3,2026-01-28T07:35:23.741Z,,Survey,4.0,4_non-creaky.wav,,4.png,,,,,,,,,Wired earbuds,2026-01-28T07:35:23.741Z,7.0,7.0,6.0,msa,7.0,,,,,,,,,,,,,,,,,,,,,
68d3fde63f2c4007620e15d0,68d3fde63f2c4007620e15d0,2026-01-28T07:35:23.522Z,,Survey,153.0,153_creaky.wav,,9.png,,,,,,,,,Oraimo free pods 3C,2026-01-28T07:35:23.522Z,7.0,7.0,7.0,msa,7.0,,,,,,,,,,,,,,,,,,,,,
694ef288fcfc4439fcc94ef9,694ef288fcfc4439fcc94ef9,2026-01-28T07:35:25.673Z,,Survey,82.0,82_non-creaky.wav,,82.png,,,,,,,,,Galaxy buds pro,2026-01-28T07:35:25.673Z,6.0,6.0,6.0,dialect,6.0,,,,,,,,,,,,,,,,,,,,,
68cab84ebe4b9f5d7148e3dc,68cab84ebe4b9f5d7148e3dc,2026-01-28T07:35:29.491Z,,Survey,89.0,89_non-creaky.wav,,98.png,,,,,,,,,linsoul zero 2,2026-01-28T07:35:29.491Z,7.0,7.0,7.0,msa,7.0,,,,,,,,,,,,,,,,,,,,,
68c831e4060bd0ef510259ca,68c831e4060bd0ef510259ca,2026-01-28T07:35:27.493Z,,Survey,6.0,6_non-creaky.wav,,6.png,,,,,,,,,Havit gamenote H2007U,2026-01-28T07:35:27.493Z,4.0,4.0,4.0,msa,5.0,,,,,,,,,,,,,,,,,,,,,
68e3cfc22688ddaae48dc6c3,68e3cfc22688ddaae48dc6c3,2026-01-28T07:35:32.931Z,,Survey,122.0,122_non-creaky.wav,,151.png,,,,,,,,,Wired earbuds,2026-01-28T07:35:32.931Z,7.0,7.0,7.0,msa,7.0,,,,,,,,,,,,,,,,,,,,,
